Contractor_Name,Federal_ID,Region,Job_Title,Skill_Level,Hourly_Wage_Rate,Hourly_Bill_Rate,Markup_Percent,Is_Our_Rate,Formula_Version
Broad Crossing Inc.,54-2146267,Region 3,Systems Analyst,Mid-Level,43.07,57.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Analyst,Senior,51.10,67.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Analyst,Senior,50.45,67.10,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Analyst,Senior,52.63,70.00,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Analyst,Expert,55.35,73.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Analyst,Expert,55.16,73.36,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Analyst,Expert,61.19,81.38,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Architect,Junior,39.71,52.81,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Architect,Junior,38.09,50.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Architect,Junior,40.30,53.60,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Architect,Mid-Level,49.88,66.34,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Architect,Mid-Level,47.83,63.62,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Architect,Mid-Level,48.33,64.27,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Architect,Senior,66.66,88.66,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Architect,Senior,63.93,85.03,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Architect,Senior,63.47,84.42,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Architect,Expert,74.00,98.42,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Architect,Expert,70.31,93.52,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Architect,Expert,73.45,97.69,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Developer,Junior,34.52,45.91,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Developer,Junior,32.49,43.21,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Developer,Junior,33.75,44.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Developer,Mid-Level,45.07,59.95,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Developer,Mid-Level,44.93,59.75,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Developer,Mid-Level,47.51,63.19,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Developer,Senior,57.60,76.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Developer,Senior,54.73,72.79,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Developer,Senior,61.31,81.55,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Systems Developer,Expert,65.00,86.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Systems Developer,Expert,62.95,83.72,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Systems Developer,Expert,69.21,92.04,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Technical Writer,Junior,23.80,31.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Technical Writer,Junior,22.37,29.75,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Technical Writer,Junior,20.62,27.43,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Technical Writer,Mid-Level,26.02,34.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Technical Writer,Mid-Level,24.73,32.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Technical Writer,Mid-Level,26.48,35.22,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Technical Writer,Senior,30.92,41.12,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Technical Writer,Senior,29.05,38.64,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Technical Writer,Senior,31.72,42.19,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Technical Writer,Expert,34.54,45.94,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Technical Writer,Expert,34.17,45.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Technical Writer,Expert,37.02,49.24,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Tester,Junior,28.72,38.19,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Tester,Junior,27.01,35.92,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Tester,Junior,31.19,41.48,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Tester,Mid-Level,32.00,42.57,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Tester,Mid-Level,29.84,39.68,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Tester,Mid-Level,33.79,44.94,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Tester,Senior,44.92,59.74,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Tester,Senior,41.45,55.13,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Tester,Senior,47.40,63.04,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Tester,Expert,50.09,66.62,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Tester,Expert,47.14,62.70,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Tester,Expert,53.14,70.68,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Training Developer,Junior,24.30,32.32,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Training Developer,Junior,23.80,31.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Training Developer,Junior,22.75,30.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Training Developer,Mid-Level,26.20,34.85,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Training Developer,Mid-Level,26.73,35.55,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Training Developer,Mid-Level,29.70,39.50,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Training Developer,Senior,31.75,42.22,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Training Developer,Senior,31.10,41.36,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Training Developer,Senior,34.30,45.61,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Training Developer,Expert,37.71,50.15,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Training Developer,Expert,35.10,46.68,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Training Developer,Expert,36.62,48.71,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Administrator,Junior,30.42,40.45,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Administrator,Junior,28.01,37.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Administrator,Junior,32.70,43.49,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Administrator,Mid-Level,40.96,54.47,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Administrator,Mid-Level,38.53,51.25,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Administrator,Mid-Level,38.94,51.78,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Administrator,Senior,50.57,67.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Administrator,Senior,49.51,65.85,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Administrator,Senior,51.04,67.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Administrator,Expert,60.02,79.82,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Administrator,Expert,57.58,76.58,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Administrator,Expert,53.55,71.22,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Designer,Junior,27.40,36.44,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Designer,Junior,25.79,34.30,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Designer,Junior,29.97,39.86,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Designer,Mid-Level,33.88,45.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Designer,Mid-Level,32.53,43.26,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Designer,Mid-Level,34.97,46.51,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Designer,Senior,45.33,60.29,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Designer,Senior,43.94,58.44,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Designer,Senior,41.09,54.65,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Designer,Expert,51.54,68.55,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Designer,Expert,49.99,66.49,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Designer,Expert,49.09,65.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Developer,Junior,32.25,42.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Developer,Junior,30.35,40.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Developer,Junior,33.75,44.89,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Developer,Mid-Level,41.86,55.68,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Developer,Mid-Level,38.64,51.40,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Developer,Mid-Level,47.06,62.59,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Developer,Senior,53.90,71.69,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Developer,Senior,50.71,67.44,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Developer,Senior,58.93,78.38,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Developer,Expert,61.25,81.46,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Developer,Expert,60.44,80.39,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Developer,Expert,68.39,90.96,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Manager,Junior,31.38,41.73,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Manager,Junior,29.80,39.64,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Manager,Junior,31.00,41.23,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Manager,Mid-Level,41.77,55.56,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Manager,Mid-Level,37.35,49.67,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Manager,Mid-Level,37.56,49.95,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Manager,Senior,52.16,69.37,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Manager,Senior,48.08,63.95,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Manager,Senior,55.10,73.28,33.00,false,
Broad Crossing Inc.,54-2146267,Region 1,Web Manager,Expert,60.95,81.06,33.00,false,
Broad Crossing Inc.,54-2146267,Region 2,Web Manager,Expert,56.17,74.71,33.00,false,
Broad Crossing Inc.,54-2146267,Region 3,Web Manager,Expert,61.18,81.37,33.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Business Analyst,Junior,22.26,40.07,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Business Analyst,Junior,22.26,40.07,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Business Analyst,Junior,26.83,48.29,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Business Analyst,Mid-Level,28.90,52.03,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Business Analyst,Mid-Level,28.90,52.03,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Business Analyst,Mid-Level,34.00,61.19,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Business Analyst,Senior,36.37,65.47,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Business Analyst,Senior,36.37,65.47,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Business Analyst,Senior,44.56,80.20,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Business Analyst,Expert,41.81,75.26,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Business Analyst,Expert,41.81,75.26,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Business Analyst,Expert,55.21,99.37,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Cloud Engineer,Junior,34.24,61.63,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Cloud Engineer,Junior,34.24,61.63,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Cloud Engineer,Junior,36.66,65.99,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Cloud Engineer,Mid-Level,41.78,75.21,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Cloud Engineer,Mid-Level,41.78,75.21,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Cloud Engineer,Mid-Level,44.39,79.90,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Cloud Engineer,Senior,49.91,89.84,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Cloud Engineer,Senior,49.91,89.84,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Cloud Engineer,Senior,53.04,95.47,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Cloud Engineer,Expert,56.18,101.12,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Cloud Engineer,Expert,56.18,101.12,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Cloud Engineer,Expert,58.51,105.32,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Administrator,Junior,24.08,43.34,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Administrator,Junior,24.08,43.34,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Administrator,Junior,25.59,46.07,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Administrator,Mid-Level,31.30,56.33,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Administrator,Mid-Level,31.30,56.33,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Administrator,Mid-Level,33.34,60.01,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Administrator,Senior,38.66,69.59,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Administrator,Senior,38.66,69.59,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Administrator,Senior,41.88,75.38,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Administrator,Expert,43.61,78.50,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Administrator,Expert,43.61,78.50,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Administrator,Expert,47.38,85.28,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Architect,Junior,27.41,49.33,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Architect,Junior,27.41,49.33,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Architect,Junior,28.75,51.75,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Architect,Mid-Level,36.43,65.58,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Architect,Mid-Level,36.43,65.58,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Architect,Mid-Level,38.77,69.79,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Architect,Senior,44.45,80.00,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Architect,Senior,44.45,80.00,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Architect,Senior,46.55,83.79,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Architect,Expert,50.09,90.17,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Architect,Expert,50.09,90.17,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Architect,Expert,52.37,94.27,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Manager,Junior,26.99,48.58,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Manager,Junior,26.99,48.58,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Manager,Junior,28.78,51.81,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Manager,Mid-Level,34.36,61.85,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Manager,Mid-Level,34.36,61.85,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Manager,Mid-Level,36.69,66.04,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Manager,Senior,42.75,76.95,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Manager,Senior,42.75,76.95,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Manager,Senior,46.61,83.89,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Database Manager,Expert,51.63,92.93,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Database Manager,Expert,51.63,92.93,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Database Manager,Expert,53.47,96.25,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Graphic Designer,Junior,19.67,35.40,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Graphic Designer,Junior,19.67,35.40,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Graphic Designer,Junior,20.34,36.61,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Graphic Designer,Mid-Level,22.24,40.04,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Graphic Designer,Mid-Level,22.24,40.04,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Graphic Designer,Mid-Level,23.90,43.01,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Graphic Designer,Senior,26.12,47.02,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Graphic Designer,Senior,26.12,47.02,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 3,Graphic Designer,Senior,28.71,51.69,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 1,Graphic Designer,Expert,29.66,53.38,80.00,false,
"Currier, McCabe & Associates, Inc dba CMA Consulting Services",22-2580799,Region 2,Graphic Designer,Expert,29.66,53.38,80.00,false,
